,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads
229,rich,Python library for rich text and beautiful formatting in the terminal. Also provides a great `RichHandler` log handler.,Command-line Interface Development,,https://github.com/willmcgugan/rich,True,32,willmcgugan/rich,https://github.com/willmcgugan/rich,2019-11-10 15:28:09.000,2021-04-24 10:54:28.000,2021-04-23 12:38:23.000,733.0,25410.0,1838.0,85.0,1.0,430.0,MIT,,rich,conda-forge/rich,2021-04-03 09:53:39.000,10.1.0,100.0,3588.0,3588.0,https://pypi.org/project/rich,1756446.0,1775652.0,https://anaconda.org/conda-forge/rich,2021-04-03 12:56:06.306,172854.0,2.0,
230,gym,A toolkit for developing and comparing reinforcement learning algorithms.,Machine Learning,,https://github.com/openai/gym,True,32,openai/gym,https://github.com/openai/gym,2016-04-27 14:59:16.000,2021-04-18 17:02:30.000,2021-04-06 15:18:55.000,6437.0,24019.0,1244.0,275.0,242.0,1068.0,,,gym,conda-forge/gym,2019-05-29 00:54:38.000,0.12.5,5.0,19609.0,19609.0,https://pypi.org/project/gym,436780.0,439988.0,https://anaconda.org/conda-forge/gym,2020-12-21 12:24:39.888,38499.0,2.0,
231,sanic,A Python 3.6+ web server and web framework that's written to go fast.,RESTful API,,https://github.com/sanic-org/sanic,True,32,huge-success/sanic,https://github.com/sanic-org/sanic,2016-05-26 04:38:22.000,2021-04-22 09:49:08.000,2021-04-19 21:53:42.000,1307.0,14883.0,,293.0,36.0,962.0,MIT,sanic-org/sanic,sanic,conda-forge/sanic,2021-04-19 22:35:35.000,21.3.4,43.0,5114.0,5114.0,https://pypi.org/project/sanic,3134279.0,3137315.0,https://anaconda.org/conda-forge/sanic,2021-03-10 21:28:50.823,127522.0,2.0,
232,Zappa,A tool for deploying WSGI applications on AWS Lambda and API Gateway.,Serverless Frameworks,,https://github.com/Miserlou/Zappa,True,32,Miserlou/Zappa,https://github.com/Miserlou/Zappa,2016-01-20 21:57:04.000,2021-04-08 18:29:19.000,2021-02-20 16:10:31.000,1198.0,11775.0,2916.0,257.0,596.0,660.0,MIT,,Zappa,conda-forge/Zappa,2020-03-09 13:51:28.000,0.51.0,6.0,2707.0,2707.0,https://pypi.org/project/Zappa,110788.0,110796.0,https://anaconda.org/conda-forge/Zappa,,,1.0,251.0
233,pelican,Static site generator that supports Markdown and reST syntax.,Static Site Generator,,https://github.com/getpelican/pelican,True,32,getpelican/pelican,https://github.com/getpelican/pelican,2010-10-16 18:57:40.000,2021-04-21 08:35:55.000,2021-04-21 08:16:28.000,1671.0,10354.0,3451.0,413.0,27.0,1423.0,AGPL-3.0,,pelican,conda-forge/pelican,2021-03-23 10:31:25.000,4.6.0,17.0,4899.0,4899.0,https://pypi.org/project/pelican,29206.0,30928.0,https://anaconda.org/conda-forge/pelican,2021-03-23 13:21:37.527,102974.0,1.0,323.0
234,dask,A flexible parallel computing library for analytic computing.,Distributed Computing,,https://github.com/dask/dask,True,32,dask/dask,https://github.com/dask/dask,2015-01-04 18:50:00.000,2021-04-24 02:17:38.124,2021-04-23 19:05:19.000,1237.0,8242.0,,444.0,650.0,2989.0,BSD-3-Clause,,dask,conda-forge/dask,,,92.0,26904.0,26904.0,https://pypi.org/project/dask,4299838.0,4355550.0,https://anaconda.org/conda-forge/dask,2021-04-24 02:17:38.124,3287017.0,2.0,
235,rq,Simple job queues for Python.,Task Queues,,https://github.com/rq/rq,True,32,rq/rq,https://github.com/rq/rq,2011-11-14 10:53:48.000,2021-04-20 09:05:26.000,2021-04-20 09:05:26.000,1203.0,7662.0,1562.0,234.0,139.0,697.0,,,rq,conda-forge/rq,2020-11-29 09:48:18.000,1.7.0,14.0,7788.0,7788.0,https://pypi.org/project/rq,496906.0,497782.0,https://anaconda.org/conda-forge/rq,2021-03-31 04:46:34.734,49985.0,1.0,
236,django-allauth,Authentication app for Django that just works.,Authentication,,https://github.com/pennersr/django-allauth,True,32,pennersr/django-allauth,https://github.com/pennersr/django-allauth,2010-10-10 20:10:52.000,2021-04-24 08:21:33.000,2021-04-20 20:30:41.000,2168.0,6378.0,2311.0,537.0,280.0,1394.0,MIT,,django-allauth,conda-forge/django-allauth,,,11.0,61570.0,61570.0,https://pypi.org/project/django-allauth,435369.0,436701.0,https://anaconda.org/conda-forge/django-allauth,2019-12-23 17:47:06.130,58617.0,2.0,
237,flask-restful,Quickly building REST APIs for Flask.,RESTful API,,https://github.com/flask-restful/flask-restful,True,32,flask-restful/flask-restful,https://github.com/flask-restful/flask-restful,2012-10-12 00:08:51.000,2021-04-16 22:08:11.000,2020-10-15 18:09:57.000,901.0,6005.0,831.0,155.0,78.0,439.0,BSD-3-Clause,,flask-restful,conda-forge/flask-restful,2014-03-04 22:01:44.000,0.2.12,6.0,55961.0,55961.0,https://pypi.org/project/flask-restful,1193977.0,1195458.0,https://anaconda.org/conda-forge/flask-restful,2020-03-24 22:41:47.333,81473.0,2.0,
238,tablib,"A module for Tabular Datasets in XLS, CSV, JSON, YAML.",Specific Formats Processing,,https://github.com/jazzband/tablib,True,32,jazzband/tablib,https://github.com/jazzband/tablib,2011-03-28 02:36:50.000,2021-03-01 12:38:44.000,2021-03-01 12:38:44.000,547.0,3895.0,1124.0,111.0,27.0,198.0,MIT,,tablib,conda-forge/tablib,2020-12-05 14:54:28.000,3.0.0,10.0,10049.0,10049.0,https://pypi.org/project/tablib,1073841.0,1074986.0,https://anaconda.org/conda-forge/tablib,2020-12-05 16:40:48.469,60704.0,1.0,
239,uvicorn,"A lightning-fast ASGI server implementation, using uvloop and httptools.",ASGI Servers,,https://github.com/encode/uvicorn,True,32,encode/uvicorn,https://github.com/encode/uvicorn,2017-05-31 13:13:43.000,2021-04-15 19:46:20.000,2021-03-14 17:20:08.000,295.0,3817.0,787.0,97.0,64.0,402.0,BSD-3-Clause,,uvicorn,conda-forge/uvicorn,2021-02-20 16:48:48.000,0.13.4,42.0,22105.0,22105.0,https://pypi.org/project/uvicorn,1968537.0,1981587.0,https://anaconda.org/conda-forge/uvicorn,2021-02-20 19:05:21.613,391501.0,1.0,
240,responses,A utility library for mocking out the requests Python library.,Testing,,https://github.com/getsentry/responses,True,32,getsentry/responses,https://github.com/getsentry/responses,2013-11-15 23:28:18.000,2021-03-29 14:52:18.938,2021-03-29 13:32:03.000,249.0,3179.0,483.0,93.0,57.0,119.0,Apache-2.0,,responses,conda-forge/responses,2021-03-29 13:33:00.000,0.13.2,25.0,9128.0,9128.0,https://pypi.org/project/responses,4414266.0,4431163.0,https://anaconda.org/conda-forge/responses,2021-03-29 14:52:18.938,523825.0,1.0,
241,pyparsing,A general purpose framework for generating parsers.,Text Processing,,https://github.com/pyparsing/pyparsing,True,32,pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,2016-06-12 20:32:44.411,2021-04-13 15:12:21.000,2021-04-13 15:12:15.000,164.0,1089.0,687.0,31.0,32.0,128.0,MIT,,pyparsing,conda-forge/pyparsing,2020-04-05 22:23:00.000,pyparsing_2.4.7,19.0,304435.0,304435.0,https://pypi.org/project/pyparsing,53605758.0,53814930.0,https://anaconda.org/conda-forge/pyparsing,2020-04-06 18:28:14.201,12122107.0,1.0,5315.0
242,MarkupSafe,Implements a XML/HTML/XHTML Markup safe string for Python.,HTML Manipulation,,https://github.com/pallets/markupsafe,True,32,pallets/markupsafe,https://github.com/pallets/markupsafe,2010-06-22 17:22:58.000,2021-04-16 15:09:44.000,2021-04-16 15:02:47.000,90.0,380.0,342.0,33.0,,69.0,BSD-3-Clause,,markupsafe,conda-forge/markupsafe,,,5.0,560279.0,560279.0,https://pypi.org/project/markupsafe,59069691.0,59241222.0,https://anaconda.org/conda-forge/markupsafe,2021-01-08 18:00:00.348,10291906.0,1.0,
243,Bokeh,Interactive Web Plotting for Python.,Data Visualization,,https://github.com/bokeh/bokeh,True,31,bokeh/bokeh,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000,2021-04-24 08:55:12.000,2021-04-24 06:32:52.000,3630.0,15002.0,,557.0,651.0,5862.0,BSD-3-Clause,,bokeh,conda-forge/bokeh,,,39.0,32893.0,32893.0,https://pypi.org/project/bokeh,1452417.0,1541280.0,https://anaconda.org/conda-forge/bokeh,2021-04-08 12:17:48.640,4265427.0,2.0,
244,Theano,A library for fast numerical computation.,Deep Learning,,https://github.com/Theano/Theano,True,31,Theano/Theano,https://github.com/Theano/Theano,2011-08-10 03:48:06.000,2021-04-13 19:05:58.000,2021-04-13 19:05:58.000,2409.0,9399.0,28126.0,384.0,572.0,2083.0,,,Theano,conda-forge/Theano,,,8.0,10757.0,10757.0,https://pypi.org/project/Theano,295860.0,321584.0,https://anaconda.org/conda-forge/Theano,2021-01-21 21:14:21.756,1466299.0,2.0,
245,loguru,Library which aims to bring enjoyable logging in Python.,Logging,,https://github.com/Delgan/loguru,True,31,Delgan/loguru,https://github.com/Delgan/loguru,2017-08-15 17:22:32.000,2021-04-19 15:15:46.138,2021-03-19 22:08:53.000,387.0,8688.0,558.0,29.0,36.0,346.0,MIT,,loguru,conda-forge/loguru,2020-09-20 07:56:32.000,0.5.3,17.0,6526.0,6526.0,https://pypi.org/project/loguru,1115403.0,1121229.0,https://anaconda.org/conda-forge/loguru,2021-04-19 15:15:46.138,151486.0,1.0,
246,PyInstaller,Converts Python programs into stand-alone executables (cross-platform).,Distribution,,https://github.com/pyinstaller/pyinstaller,True,31,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,2011-11-23 11:05:56.000,2021-04-24 00:12:27.000,2021-04-22 12:00:27.000,1524.0,7960.0,7773.0,395.0,335.0,3742.0,,,pyinstaller,conda-forge/pyinstaller,2021-04-17 05:02:21.000,4.3,28.0,16277.0,16277.0,https://pypi.org/project/pyinstaller,555711.0,567120.0,https://anaconda.org/conda-forge/pyinstaller,2021-04-21 15:08:29.384,216930.0,1.0,692031.0
247,httpx,A next generation HTTP client for Python.,HTTP Clients,,https://github.com/encode/httpx,True,31,encode/httpx,https://github.com/encode/httpx,2019-04-04 12:27:00.000,2021-04-23 10:00:53.000,2021-04-23 10:00:53.000,423.0,6768.0,983.0,124.0,41.0,547.0,BSD-3-Clause,,httpx,conda-forge/httpx,2021-03-15 09:18:42.000,0.17.1,28.0,6100.0,6100.0,https://pypi.org/project/httpx,2186124.0,2189049.0,https://anaconda.org/conda-forge/httpx,2021-03-15 11:03:54.699,49734.0,2.0,
248,Altair,Declarative statistical visualization library for Python.,Data Visualization,,https://github.com/altair-viz/altair,True,31,altair-viz/altair,https://github.com/altair-viz/altair,2015-09-19 03:14:04.000,2021-04-10 05:43:04.000,2021-04-04 16:59:23.000,557.0,6594.0,3065.0,127.0,203.0,1319.0,BSD-3-Clause,,altair,conda-forge/altair,2020-04-01 13:29:16.000,4.1.0,19.0,10150.0,10150.0,https://pypi.org/project/altair,1207084.0,1219357.0,https://anaconda.org/conda-forge/altair,2020-04-01 16:49:36.519,699603.0,2.0,
249,Prefect,"A modern workflow orchestration framework that makes it easy to build, schedule and monitor robust data pipelines.",Job Scheduler,,https://github.com/PrefectHQ/prefect,True,31,PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,2018-06-29 21:59:26.000,2021-04-23 22:50:49.000,2021-04-22 16:43:56.000,551.0,6134.0,13828.0,199.0,270.0,1404.0,Apache-2.0,,prefect,conda-forge/prefect,2021-04-14 16:58:13.000,0.14.16,93.0,311.0,311.0,https://pypi.org/project/prefect,73859.0,77434.0,https://anaconda.org/conda-forge/prefect,2021-04-14 22:39:12.157,89377.0,1.0,
250,Robot Framework,A generic test automation framework.,Testing,,https://github.com/robotframework/robotframework,True,31,robotframework/robotframework,https://github.com/robotframework/robotframework,2014-06-27 11:10:38.000,2021-04-23 06:19:20.000,2021-04-12 19:54:57.000,1621.0,5808.0,12878.0,139.0,145.0,3342.0,,,robotframework,conda-forge/robotframework,2021-04-08 20:19:00.000,4.0.1,46.0,3648.0,3648.0,https://pypi.org/project/robotframework,758495.0,759648.0,https://anaconda.org/conda-forge/robotframework,2021-04-09 00:22:22.784,44761.0,2.0,503.0
251,gspread,Google Spreadsheets Python API.,Third-party APIs,,https://github.com/burnash/gspread,True,31,burnash/gspread,https://github.com/burnash/gspread,2011-12-02 10:46:20.000,2021-04-16 09:25:33.000,2021-04-16 09:25:33.000,772.0,5300.0,801.0,115.0,150.0,467.0,MIT,,gspread,conda-forge/gspread,2021-02-18 09:11:49.000,3.7.0,28.0,9807.0,9807.0,https://pypi.org/project/gspread,2465881.0,2469665.0,https://anaconda.org/conda-forge/gspread,2021-02-18 12:55:05.937,181663.0,2.0,
252,pydub,Manipulate audio with a simple and easy high level interface.,Audio,,https://github.com/jiaaro/pydub,True,31,jiaaro/pydub,https://github.com/jiaaro/pydub,2011-05-02 18:42:38.000,2021-04-21 10:21:41.000,2021-04-21 10:21:41.000,702.0,5288.0,741.0,90.0,175.0,245.0,MIT,,pydub,conda-forge/pydub,2021-03-10 02:10:41.000,0.25.1,31.0,6752.0,6752.0,https://pypi.org/project/pydub,709468.0,709982.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,14404.0,1.0,
253,hypothesis,Hypothesis is an advanced Quickcheck style property based testing library.,Testing,,https://github.com/HypothesisWorks/hypothesis,True,31,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,2013-03-10 13:51:19.000,2021-04-24 12:16:05.000,2021-04-18 03:11:54.000,431.0,5113.0,10683.0,246.0,50.0,1036.0,,,hypothesis,conda-forge/hypothesis,2021-04-17 09:19:27.000,hypothesis-python-6.10.0,465.0,8360.0,8360.0,https://pypi.org/project/hypothesis,2070384.0,2139850.0,https://anaconda.org/conda-forge/hypothesis,2021-04-17 11:58:42.985,3959563.0,2.0,
254,watchdog,API and shell utilities to monitor file system events.,Files,,https://github.com/gorakhargosh/watchdog,True,31,gorakhargosh/watchdog,https://github.com/gorakhargosh/watchdog,2010-10-23 12:00:17.000,2021-04-23 14:44:24.000,2021-04-22 18:00:27.000,546.0,4702.0,1287.0,109.0,128.0,371.0,,,watchdog,conda-forge/watchdog,2021-04-22 17:58:35.000,2.0.3,17.0,32599.0,32599.0,https://pypi.org/project/watchdog,2537552.0,2546123.0,https://anaconda.org/conda-forge/watchdog,2021-04-22 21:23:27.486,479979.0,1.0,
255,xmltodict,Working with XML feel like you are working with JSON.,HTML Manipulation,,https://github.com/martinblech/xmltodict,True,31,martinblech/xmltodict,https://github.com/martinblech/xmltodict,2012-04-17 14:38:21.000,2021-02-08 17:46:25.000,2020-04-26 05:15:03.000,402.0,4359.0,205.0,41.0,55.0,136.0,MIT,,xmltodict,conda-forge/xmltodict,,,3.0,24020.0,24020.0,https://pypi.org/project/xmltodict,8540773.0,8555525.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803,826164.0,2.0,
256,django-crispy-forms,A Django app which lets you create beautiful forms in a very elegant and DRY way.,Forms,,https://github.com/django-crispy-forms/django-crispy-forms,True,31,django-crispy-forms/django-crispy-forms,https://github.com/django-crispy-forms/django-crispy-forms,2011-11-01 11:48:03.000,2021-04-11 08:18:31.000,2021-04-11 08:18:31.000,642.0,4187.0,,215.0,66.0,546.0,MIT,,django-crispy-forms,conda-forge/django-crispy-forms,2021-03-21 19:13:49.000,1.11.2,17.0,60648.0,60648.0,https://pypi.org/project/django-crispy-forms,532117.0,532915.0,https://anaconda.org/conda-forge/django-crispy-forms,2021-03-21 22:01:29.720,35116.0,2.0,
257,Toolz,"A collection of functional utilities for iterators, functions, and dictionaries.",Functional Programming,,https://github.com/pytoolz/toolz,True,31,pytoolz/toolz,https://github.com/pytoolz/toolz,2013-09-13 02:18:43.000,2021-04-22 05:44:40.000,2021-04-22 05:44:40.000,206.0,3508.0,1158.0,69.0,70.0,131.0,,,toolz,conda-forge/toolz,2020-09-24 15:42:43.000,0.11.1,8.0,38165.0,38165.0,https://pypi.org/project/toolz,5073596.0,5143417.0,https://anaconda.org/conda-forge/toolz,2020-09-24 19:02:07.101,4049657.0,2.0,
258,websockets,A library for building WebSocket servers and clients with a focus on correctness and simplicity.,WebSocket,,https://github.com/aaugustin/websockets,True,31,aaugustin/websockets,https://github.com/aaugustin/websockets,2013-03-30 08:59:30.000,2021-04-20 17:32:47.000,2021-04-20 17:32:34.000,355.0,3298.0,832.0,47.0,63.0,629.0,BSD-3-Clause,,websockets,conda-forge/websockets,,,10.0,32300.0,32300.0,https://pypi.org/project/websockets,3399338.0,3411910.0,https://anaconda.org/conda-forge/websockets,2021-01-15 22:30:14.292,653749.0,1.0,
259,jsonschema,An implementation of [JSON Schema](http://json-schema.org/) for Python.,Data Validation,,https://github.com/Julian/jsonschema,True,31,Julian/jsonschema,https://github.com/Julian/jsonschema,2011-12-30 03:37:43.000,2021-04-21 21:41:12.000,2021-04-13 02:36:03.000,443.0,3205.0,,84.0,65.0,505.0,MIT,,jsonschema,conda-forge/jsonschema,,,8.0,145258.0,145258.0,https://pypi.org/project/jsonschema,25489064.0,25591047.0,https://anaconda.org/conda-forge/jsonschema,2021-03-04 00:00:40.612,6118995.0,1.0,
260,splinter,Open source tool for testing web applications.,Testing,,https://github.com/cobrateam/splinter,True,31,cobrateam/splinter,https://github.com/cobrateam/splinter,2010-09-18 20:59:15.000,2021-04-16 18:06:04.000,2021-04-16 18:06:03.000,476.0,2375.0,1987.0,164.0,68.0,416.0,BSD-3-Clause,,splinter,conda-forge/splinter,2019-12-15 20:51:32.000,0.13.0,8.0,4561.0,4561.0,https://pypi.org/project/splinter,232688.0,232688.0,https://anaconda.org/conda-forge/splinter,,,2.0,
261,django-pipeline,An asset packaging library for Django.,Web Asset Management,,https://github.com/jazzband/django-pipeline,True,31,jazzband/django-pipeline,https://github.com/jazzband/django-pipeline,2011-06-03 19:01:34.000,2021-03-09 13:00:32.000,2021-03-09 13:00:29.000,341.0,1393.0,1163.0,165.0,121.0,305.0,MIT,,django-pipeline,conda-forge/django-pipeline,2021-01-18 19:04:07.000,2.0.6,8.0,1750.0,1750.0,https://pypi.org/project/django-pipeline,70144.0,70144.0,https://anaconda.org/conda-forge/django-pipeline,,,1.0,
262,jieba,The most popular Chinese text segmentation library.,Natural Language Processing,,https://github.com/fxsjy/jieba,True,30,fxsjy/jieba,https://github.com/fxsjy/jieba,2012-09-29 07:52:01.000,2020-12-05 18:32:32.000,2020-02-15 08:33:35.000,5995.0,26080.0,523.0,48.0,555.0,198.0,MIT,,jieba,conda-forge/jieba,2020-01-20 14:23:50.000,0.42.1,9.0,9869.0,9869.0,https://pypi.org/project/jieba,413429.0,414975.0,https://anaconda.org/conda-forge/jieba,2020-03-25 20:57:40.090,74230.0,1.0,
263,requests-html,Pythonic HTML Parsing for Humans.,Web Content Extracting,,https://github.com/psf/requests-html,True,30,psf/requests-html,https://github.com/psf/requests-html,2018-02-24 20:11:02.000,2021-04-20 17:10:25.000,2020-05-10 19:40:04.000,782.0,11818.0,449.0,62.0,125.0,195.0,MIT,,requests-html,conda-forge/requests-html,2019-02-18 21:38:41.000,0.10.0,1.0,4292.0,4292.0,https://pypi.org/project/requests-html,453830.0,453830.0,https://anaconda.org/conda-forge/requests-html,,,1.0,
264,saltstack,Infrastructure automation and management system.,DevOps Tools,,https://github.com/saltstack/salt,True,30,saltstack/salt,https://github.com/saltstack/salt,2011-02-20 20:16:56.000,2021-04-24 02:13:12.000,2021-04-22 18:02:07.000,4878.0,11688.0,111702.0,3679.0,2017.0,21491.0,Apache-2.0,,salt,conda-forge/salt,2021-03-31 17:30:05.000,3003,100.0,,,https://pypi.org/project/salt,80729.0,81325.0,https://anaconda.org/conda-forge/salt,2019-02-26 15:59:37.890,22099.0,2.0,15327.0
265,beets,A music library manager and [MusicBrainz](https://musicbrainz.org/) tagger.,Audio,,https://github.com/beetbox/beets,True,30,beetbox/beets,https://github.com/beetbox/beets,2010-08-09 23:17:20.000,2021-04-19 23:37:02.000,2021-04-19 23:37:00.000,1562.0,10058.0,9993.0,448.0,453.0,1907.0,MIT,,beets,conda-forge/beets,2019-05-31 00:09:15.000,1.4.9,31.0,204.0,204.0,https://pypi.org/project/beets,2205.0,2275.0,https://anaconda.org/conda-forge/beets,,,1.0,6543.0
266,schedule,Python job scheduling for humans.,Job Scheduler,,https://github.com/dbader/schedule,True,30,dbader/schedule,https://github.com/dbader/schedule,2013-05-19 12:51:20.000,2021-04-12 22:21:35.000,2021-04-10 10:45:52.000,708.0,8528.0,371.0,44.0,92.0,222.0,MIT,,schedule,conda-forge/schedule,,,3.0,11111.0,11111.0,https://pypi.org/project/schedule,1572179.0,1572531.0,https://anaconda.org/conda-forge/schedule,2021-04-10 12:19:56.940,5633.0,2.0,
267,annoy,Approximate Nearest Neighbors in C++/Python optimized for memory usage.,Recommender Systems,,https://github.com/spotify/annoy,True,30,spotify/annoy,https://github.com/spotify/annoy,2013-04-01 20:29:40.000,2021-03-01 19:06:27.000,2020-12-03 18:21:18.000,892.0,8395.0,785.0,68.0,34.0,270.0,Apache-2.0,,annoy,conda-forge/annoy,2020-09-18 16:07:34.000,1.17.0,17.0,1542.0,1542.0,https://pypi.org/project/annoy,562337.0,562337.0,https://anaconda.org/conda-forge/annoy,,,1.0,
268,fuzzywuzzy,Fuzzy String Matching.,Text Processing,,https://github.com/seatgeek/fuzzywuzzy,True,30,seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,2011-07-08 19:32:34.000,2021-04-20 16:08:59.000,2021-02-20 06:36:20.000,815.0,8025.0,381.0,68.0,72.0,99.0,GPL-2.0,,fuzzywuzzy,conda-forge/fuzzywuzzy,2020-02-13 22:14:12.000,0.18.0,23.0,8537.0,8537.0,https://pypi.org/project/fuzzywuzzy,4919327.0,4924486.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,294079.0,2.0,
269,uvloop,Ultra fast asyncio event loop.,Asynchronous Programming,,https://github.com/MagicStack/uvloop,True,30,MagicStack/uvloop,https://github.com/MagicStack/uvloop,2015-11-08 04:14:54.000,2021-04-12 14:00:59.000,2021-02-19 00:24:10.000,386.0,7713.0,882.0,41.0,38.0,208.0,,,uvloop,conda-forge/uvloop,2021-02-19 04:13:16.000,0.15.2,59.0,21803.0,21803.0,https://pypi.org/project/uvloop,1680469.0,1687996.0,https://anaconda.org/conda-forge/uvloop,2021-02-19 07:14:22.118,315944.0,1.0,315.0
270,PyMC,Markov Chain Monte Carlo sampling toolkit.,Science,,https://github.com/pymc-devs/pymc3,True,30,pymc-devs/pymc3,https://github.com/pymc-devs/pymc3,2009-05-05 09:43:50.000,2021-04-24 10:22:31.000,2021-04-05 13:26:07.000,1310.0,5704.0,7691.0,312.0,185.0,2040.0,,,pymc3,conda-forge/pymc3,2021-03-14 22:30:42.000,3.11.2,26.0,2356.0,2356.0,https://pypi.org/project/pymc3,209916.0,214950.0,https://anaconda.org/conda-forge/pymc3,2021-03-15 13:12:28.868,271792.0,2.0,153.0
271,sh,A full-fledged subprocess replacement for Python.,Processes,,https://github.com/amoffat/sh,True,30,amoffat/sh,https://github.com/amoffat/sh,2012-01-15 05:52:06.000,2021-04-17 17:12:34.000,2021-04-17 17:12:34.000,426.0,5693.0,1214.0,81.0,19.0,369.0,MIT,,sh,conda-forge/sh,,,4.0,6901.0,6901.0,https://pypi.org/project/sh,1728006.0,1729776.0,https://anaconda.org/conda-forge/sh,2021-01-09 00:08:02.441,97383.0,1.0,
272,marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,Serialization,,https://github.com/marshmallow-code/marshmallow,True,30,marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,2013-11-10 21:32:24.000,2021-04-23 08:28:43.000,2021-04-21 07:46:20.000,539.0,5464.0,,188.0,94.0,920.0,MIT,,marshmallow,conda-forge/marshmallow,,,41.0,26938.0,26938.0,https://pypi.org/project/marshmallow,7769165.0,7779052.0,https://anaconda.org/conda-forge/marshmallow,2021-03-30 18:34:35.203,543785.0,1.0,
273,django-haystack,Modular search for Django.,Search,,https://github.com/django-haystack/django-haystack,True,30,django-haystack/django-haystack,https://github.com/django-haystack/django-haystack,2009-01-29 20:23:57.000,2021-04-20 02:20:54.000,2021-04-20 02:20:33.000,1156.0,3166.0,1701.0,190.0,421.0,721.0,,,django-haystack,conda-forge/django-haystack,2018-06-15 17:34:09.000,2.8.1,10.0,6945.0,6945.0,https://pypi.org/project/django-haystack,104645.0,104758.0,https://anaconda.org/conda-forge/django-haystack,2018-05-31 04:38:24.116,3962.0,1.0,
274,PyWin32,Python Extensions for Windows.,Microsoft Windows,,https://github.com/mhammond/pywin32,True,30,mhammond/pywin32,https://github.com/mhammond/pywin32,2017-01-28 11:15:56.752,2021-04-16 07:53:45.000,2021-04-02 02:01:15.000,566.0,2986.0,4426.0,63.0,420.0,1104.0,,,pywin32,conda-forge/pywin32,2020-11-14 06:16:45.000,b300,9.0,39386.0,39386.0,https://pypi.org/project/pywin32,2158276.0,2196387.0,https://anaconda.org/conda-forge/pywin32,2021-01-26 21:37:37.666,1369336.0,1.0,450501.0
275,freezegun,Travel through time by mocking the datetime module.,Testing,,https://github.com/spulec/freezegun,True,30,spulec/freezegun,https://github.com/spulec/freezegun,2012-12-11 05:11:00.000,2021-04-22 00:32:13.000,2021-01-20 07:44:52.000,186.0,2854.0,521.0,94.0,58.0,166.0,Apache-2.0,,freezegun,conda-forge/freezegun,,,12.0,7742.0,7742.0,https://pypi.org/project/freezegun,3424418.0,3427779.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,205078.0,2.0,
276,XlsxWriter,A Python module for creating Excel .xlsx files.,Specific Formats Processing,,https://github.com/jmcnamara/XlsxWriter,True,30,jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,2013-01-04 01:07:06.000,2021-04-23 09:27:45.494,2021-04-23 05:32:13.000,508.0,2526.0,1169.0,44.0,8.0,696.0,,,XlsxWriter,conda-forge/XlsxWriter,,,40.0,34434.0,34434.0,https://pypi.org/project/XlsxWriter,6827401.0,6851758.0,https://anaconda.org/conda-forge/XlsxWriter,2021-04-23 09:27:45.494,1144808.0,2.0,
277,Cerberus,A lightweight and extensible data validation library.,Data Validation,,https://github.com/pyeve/cerberus,True,30,pyeve/cerberus,https://github.com/pyeve/cerberus,2012-10-10 10:03:49.000,2021-04-11 15:26:12.000,2021-04-11 15:26:03.000,206.0,2456.0,1143.0,62.0,31.0,284.0,ISC,,cerberus,conda-forge/cerberus,,,6.0,9221.0,9221.0,https://pypi.org/project/cerberus,1588595.0,1590905.0,https://anaconda.org/conda-forge/cerberus,2019-12-02 01:38:41.849,129364.0,2.0,
278,authlib,JavaScript Object Signing and Encryption draft implementation.,Authentication,,https://github.com/lepture/authlib,True,30,lepture/authlib,https://github.com/lepture/authlib,2017-10-27 06:52:26.000,2021-03-31 17:22:21.000,2021-03-08 10:35:19.000,246.0,2447.0,1141.0,58.0,23.0,223.0,,,authlib,conda-forge/authlib,2021-01-15 13:59:52.000,0.15.3,25.0,13159.0,13159.0,https://pypi.org/project/authlib,2133313.0,2135361.0,https://anaconda.org/conda-forge/authlib,2021-01-15 15:43:46.919,51220.0,2.0,
